Name,Compound ID,InChIKey,SMILES,logS,logP,MW
,C3710,MCPROACZLSAAPY-UHFFFAOYSA-N,CCCOC(=O)N1C(OC)C=Cc2c1cccc2,-4.336308746,3.1039,247.29
,C362,MCRZDGWCWKQOMX-UHFFFAOYSA-N,ClCC#CCOC(=O)Nc1cccc(c1)Cl,-4.3699999,3.2037,258.101
,C7712,MCSAJNNLRCFZED-UHFFFAOYSA-N,CCCn1c(=O)n(C)c(=O)c2c1nc[nH]2,-1.590901929,-0.1667,208.217
,C4843,MCSINKKTEDDPNK-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)Nc1ccco1)C,-3.506361484,3.5031,284.308
,C1531,MCTNRBUJWLUDJG-UHFFFAOYSA-N,[O-][N+](=O)CC,-0.22,0.8062,75.0666
,C1423,MCTZLPKUFFIIJT-UHFFFAOYSA-M,CCCOC(=O)CC,-0.81999999,1.3496,116.158
,C6503,MCWAFEJHLHEFOD-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)N(C)C(=O)N(C1=O)C,-2.406799433,1.0512,236.267
,C9618,MCXQUAWISQTVDK-UHFFFAOYSA-N,CCCCC[N+](C)(C)C.[I-],0.589798272,-1.1132,257.156
,C2234,MCZDSVGBUYVFMC-UHFFFAOYSA-N,CN(CC(CC1c2ccccc2CCc2c1cccc2)C)C.Cl,-6.394546458,5.3069,329.907
,C4511,MDAXKAUIABOHTD-UHFFFAOYSA-N,OC(=O)C(=O)[O-].CC[NH+]1CCCC(C1)OC(=O)Nc1ccccc1Cl,-3.718388704,1.4188,372.801
,C2316,MDCFFJPIOHVMNO-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cccc(c1)OC)CCN(CC)CC.Cl,-6.187474971,5.4299,465.025
,C9754,MDFZYGLOIJNNRM-OAJDADRGSA-N,C1CNCCNCCCNCCNC1,0.698254009,0.4538,200.324
,C3613,MDHISCUTYIDPBM-UHFFFAOYSA-N,CCCCCCCCCCCCCNCCSS(=O)(=O)O,-4.423697615,5.8947,339.557
,C1943,MDIFHVYPHRHKLB-FPLPWBNLSA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C,-7.53845872,5.4001,568.698
,C3790,MDKCFLQDBWCQCV-UHFFFAOYSA-N,CC(CNCC1CCC(CC1)CNCC(C)C)C.Cl.Cl,-4.257370903,5.6698,327.376
,C8105,MDKGKXOCJGEUJW-UHFFFAOYSA-N,O/N=C\1/CCCCC1C,-1.266223502,2.0267,127.184
,C5347,MDLAAYDRRZXJIF-UHFFFAOYSA-N,S=C=NCc1ccccc1,-3.136374343,2.2894,149.213
,C5413,MDNWOSOZYLHTCG-UHFFFAOYSA-N,OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C,-3.095339578,3.1672,260.308
,C1851,MDQKYGOECVSPIW-UHFFFAOYSA-N,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,-8.385256623,7.4706,523.965
,C462,MDQMPQGZNSBLCI-UHFFFAOYSA-N,Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl,-3.95,3.9954,269.123
,C5074,MDUCGIRKSXVGBH-UHFFFAOYSA-N,N#Cc1c(O)c(Cl)c(c(c1Cl)C#N)Cl,-3.329045264,3.09576,247.465
,C3764,MDXJQOMLGMACCV-UHFFFAOYSA-M,CCCCN1CCC(CC1)(CCCC)OC(=O)CC.Cl,-4.276045991,4.5044,305.884
,C3899,MDXNMVCZLPPTQC-RMKNXTFCSA-N,COc1ccccc1C1SCCCS1,-4.175807408,3.5639,226.358
,C7161,MDYALASTPGGXQH-UHFFFAOYSA-N,CCC1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],-1.988883493,0.7671,222.24
,C5378,MDYOLVRUBBJPFM-UHFFFAOYSA-N,CCC(=O)NN1C2CCC1CN(C2)C/C=C/c1ccccc1,-3.11078992,2.5563,299.411
,C5617,MECHNRXZTMCUDQ-RKHKHRCZSA-N,COc1c(OC)cc2c(c1OC)c1ccc(=O)c(cc1C(CC2)NC(=O)C)OC,-2.965971057,3.2625,399.437
,C8820,MEDQPHZEAUFCTK-UHFFFAOYSA-N,Oc1cccccc1=O,-0.475392827,0.7524,122.121
,C4279,MEEBSVXYUBUBGG-UHFFFAOYSA-N,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(C)C)C)C)C)/C1,-3.899447308,7.641,396.648
,C6512,MEEKGULDSDXFCN-UHFFFAOYSA-N,O=C1CC(=NN1Cc1ccccc1)C,-2.400207025,1.1683,188.226
,C7760,MEFAXPOIMLNACU-UHFFFAOYSA-N,CCNC(=O)N1CCN(CC1)C.Cl,-1.557018195,1.032,207.701
,C5187,MEGRETRVTYTRSM-UHFFFAOYSA-N,CCCCCc1ccccc1O,-3.256458698,3.1249,164.244
,C7695,MEIRRNXMZYDVDW-MQQKCMAXSA-N,CCCC(CC(OC(=O)N)C)OC(=O)N,-1.600972916,2.5249,218.25
,C3288,METKIMKYRPQLGS-UHFFFAOYSA-N,ClCCN(c1cc(ccc1C)C(=O)NCC)CCCl,-4.750985579,3.4196,303.227
,C8751,METVSRFIOHSNJX-UHFFFAOYSA-N,C/C=C/C=C/CO,-0.579239646,1.111,98.143
,C1706,METWAQRCMRWDAW-UHFFFAOYSA-N,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C	,-1.21 ,1.5433,266.336
,C9694,MEVXADNQQUNQKB-UHFFFAOYSA-N,ClC[Si]12OCCN(CCO1)CCO2,0.65027966,0.4385,223.729
,C6659,MFBGBDQKGVVUET-UHFFFAOYSA-N,CCc1cccc(c1O)CC,-2.305216061,2.517,150.218
,C6302,MFDFERRIHVXMIY-UHFFFAOYSA-N,OCC(COc1c(C)cccc1Cl)O,-2.533007018,1.3804,216.661
,C2905,MFEILWXBDBCWKF-UHFFFAOYSA-N,CN1CCC2=C(C1CCc1ccccc1[N+](=O)[O-])CCCC2,-5.222430329,4.5632,300.395
,C1271,MFESCIUQSIBMSM-UHFFFAOYSA-N,CCN(CCOC(=O)c1ccc(cc1)N)CC,-1.4,2.3486,236.31
,C7280,MFHDWFVXLYMMKW-UHFFFAOYSA-N,ClC(=O)CCc1ccccc1,-1.906762799,2.3846,168.62
,C1126,MFJZFKAOTQGJFQ-UHFFFAOYSA-N,ClCCCBr,-1.85,2.0102,157.437
,C3667,MFKMOLJNQHPVHC-UHFFFAOYSA-N,[O-]P(=O)(O)O.COc1cc(NCCCCC[NH2+]C(C)C)c2c(c1)cccn2,-4.373551812,2.38,399.422
,C7313,MFLQZNBZGHJWPK-UHFFFAOYSA-N,C(CCN1CSCC1)CCOc1ccncc1.Cl.Cl,-1.876789623,4.1789,325.298
,C8067,MFLUYHDIXUHWTL-UHFFFAOYSA-N,OCC(COCc1ccc(cc1)OC)O,-1.29745369,0.565,212.242
,C6189,MFOCDFTXLCYLKU-CMPLNLGQSA-N,O=c1c2ccccc2n(c(=O)n1c1ccccc1)CCN1CCOCC1.Cl,-2.601013218,2.2245,387.86
,C5099,MFOUDYKPLGXPGO-UHFFFAOYSA-N,ON1CCN(CC1)C(CC12CC3CC(C2)CC(C1)C3)C.Cl.Cl,-3.312751251,4.468,351.355
,C8340,MFPLUSZGRGRXTL-JOZOFPPJSA-N,C[C@@H]1N(C)CCO[C@H]1c1ccccc1,-1.043358872,2.0161,191.269
,C895,MFRUVSDIZTZFFL-UHFFFAOYSA-N,ClCC(=O)N(c1ccccc1)C(C)C,-2.48,2.6668,211.688
,C6765,MFSHNFBQNVGXJX-UHFFFAOYSA-N,O=C(CN1CCNCC1)N/N=C/c1ccc(o1)[N+](=O)[O-].Cl.Cl,-2.239603663,2.3279,354.19
,C8990,MFSMSTRTIKKQPV-UHFFFAOYSA-N,BrCCN(C)C.Br,-0.233718232,1.901,232.945
,C7158,MFTITSKWDGOERL-UHFFFAOYSA-N,O=c1[nH]c2ccccc2c(c1)C(=O)O,-1.993551035,1.2263,189.167
,C6508,MFUHTALWGBAVOL-UHFFFAOYSA-N,Clc1cccc(c1)n1c(=O)nc2n(c1=O)cco2,-2.403973005,1.0918,263.637
,C4466,MFVCIOLUKKPQLX-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CCC)c1cccnc1.Cl.Cl,-3.753922721,5.058,377.349
,C5863,MFWYIFRPVITMEP-UHFFFAOYSA-N,CC(=O)OC(COC(=O)C)COc1ccccc1,-2.803068231,1.5602,252.263
,C4463,MFYJYJNQWAXDNP-UKTHLTGXSA-N,c1ccc(cc1)N1CCN(CC1)CC1CCc2c(N1)cccc2,-3.756173033,3.3764,307.433
,C8711,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,CC(=O)SCCF,-0.652349454,1.2356,122.161
,C7600,MFZCIDXOLLEMOO-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])/C=N/N1CCOCC1,-1.663737204,1.5566,263.249
,C691,MFZOSKPPVCIFMT-UHFFFAOYSA-N,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.1099999,1.9898,360.444
,C2719,MFZWMTSUNYWVBU-UHFFFAOYSA-N,O=C(c1cccnc1)OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(C(C1OC(=O)c1cccnc1)OC(=O)c1cccnc1)OC(=O)c1cccnc1,-5.479771301,3.7236,810.721
,C3953,MGFREDWKELGWML-UHFFFAOYSA-N,C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,-4.137638624,2.6578,308.762
,C3337,MGFVNWXRFBPCJJ-UHFFFAOYSA-M,CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC,-4.689193394,3.7337,356.482
,C8631,MGFZNWDWOKASQZ-UMLIZJHQSA-M,N1CCc2c(C1)cccc2.Cl,-0.762691338,2.4631,169.651
,C9736,MGHPNCMVUAKAIE-UHFFFAOYSA-N,ClCC[N+](CCCl)(C)C.[Cl-],0.685006341,-1.4556,206.541
,C9046,MGJBHISEQPOUJP-MLVYHOMMSA-N,COc1cccc(c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)[O-])(C)C)OC.[Na+],-0.12753348,-0.0568,402.397
,C7528,MGJBHISEQPOUJP-OVAHNPOGSA-N,NC(c1ccccc1)c1ccccc1,-1.722723988,3.435,183.249
,C4007,MGOCBXKZDZRPMK-UHFFFAOYSA-N,COC(=O)[C@]1(CCC(c2c1cccc2)[NH+](C)C)c1ccccc1.[Cl-],-4.107545363,-0.8709,345.863
,C4006,MGPDSKXOTDLPJE-UHFFFAOYSA-N,COC(=O)[C@]1(CC[C@H](c2c1cccc2)[NH+](C)C)c1ccccc1.[Cl-],-4.107545363,-0.8709,345.863
,C6422,MGSRCZKZVOBKFT-UHFFFAOYSA-N,O=C1Nc2cc(Cl)ccc2OC1C,-2.458869763,2.1974,197.618
,C8697,MGVXLAPXABNABN-UHFFFAOYSA-N,CCOC(=O)N1CC1,-0.677380683,0.3964,115.13
,C998,MGWAVDBGNNKXQV-UHFFFAOYSA-N,Cc1ccc(c(c1)O)C(C)C,-2.22,2.824,150.218
,C2379,MGYKILFGZRQEFK-UHFFFAOYSA-N,CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC,-6.059109035,5.4161,419.355
,C295,MGYMHQJELJYRQS-UHFFFAOYSA-N,CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C,-4.6599998,3.3122,278.343
,C5757,MGZOLDRJCCCSOA-UHFFFAOYSA-N,COc1cccc(c1)N1CCN(CC1)CC(COc1cccc(c1)C(=O)C)O,-2.875599286,2.4626,384.469
,C5168,MHIJSBZYRPBLSD-UHFFFAOYSA-N,CC(C12CCC(OO1)(C=C2)C)C,-3.267068456,2.4517,168.233
,C7781,MHMRAFONCSQAIA-UHFFFAOYSA-N,CN(C(=O)OCC(COC(=O)N)(C)C)C,-1.541000598,1.5064,218.25
,C5016,MHMTXDMLQZHXRZ-UHFFFAOYSA-N,C=CCN1CCCCC1Cc1ccccc1.Cl,-3.375746411,4.0095,251.795
,C5505,MHMVGOIOCAQGJD-UHFFFAOYSA-L,CC(=O)Nc1c(=O)n(c2c1ssc2)C,-3.036256179,1.6445,228.291
,C2982,MHNNAWXXUZQSNM-UHFFFAOYSA-N,Clc1ccc(cc1)Cn1c(C)nc2c1cccc2.Cl,-5.128694156,4.8484,293.191
,C9491,MHNSPTUQQIYJOT-SJDTYFKWSA-N,CC[N+](CCOCC[N+](CC)(CC)C)(C)C.[Br-].[Br-],0.406470265,-4.4063,392.214
,C799,MHOURTKZILVYRM-UHFFFAOYSA-N,CCC(=C)C,-2.73,1.9725,70.1329
,C2981,MHPYROYXMZWPNN-UHFFFAOYSA-N,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C.Cl,-5.130252649,4.7644,315.837
,C5964,MHPZZZZLAQGTHT-UHFFFAOYSA-N,ClCCN(C(=O)NC1CCS(=O)(=O)CC1)N=O,-2.741853047,1.9671,283.732
,C5182,MHUKGVQDAKFWOK-UHFFFAOYSA-N,CCC(c1ccc(cc1)CC(=O)NO)(C)C,-3.258621583,2.813,221.295
,C2707,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,OC(=O)CN(CC(=O)Nc1c(C)cc(c(c1C)Br)C)CC(=O)O,-5.497005931,1.857,387.226
,C6313,MHXIMOKQHGGJKQ-UHFFFAOYSA-M,C#CCNC(=O)OCC(C(CC)C)(CO)C,-2.527947182,1.7814,227.3
,C608,MHZBPWPPBRJQTI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,-3.3699999,1.423,232.235
,C7531,MHZGKXUYDGKKIU-UHFFFAOYSA-N,O=C(C(c1ccccc1)O)OC1CC2CCC(C1)[N+]2(C)Cc1ccc(cc1)C.[Br-],-1.71915775,0.8746,460.404
,C5063,MIHADVKEHAFNPG-UHFFFAOYSA-N,CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1.Cl,-3.338609725,3.9367,311.847
,C6432,MIJRFWVFNKQQDK-UHFFFAOYSA-N,CCCCCCCCCCN,-2.456368766,3.7861,157.296
,C7999,MIJYXULNPSFWEK-GTOFXWBISA-N,[O-][N+](=O)c1cnc(s1)N,-1.359411975,1.7379,145.14
,C8773,MIKKOBKEXMRYFQ-WZTVWXICSA-N,O=C(C(c1ccco1)O)c1ccco1,-0.554196821,1.7889,192.168
,C1768,MIQYLPZRCQLVEI-PSOYPTMXSA-N,O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C,-9.925642185,7.2336,456.7
,C3122,MIRHIEAGDGUXKL-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-4.959117069,0.294,809.127
,C5882,MISZALMBODQYFT-URVXVIKDSA-N,CCC(=O)O[C@]12C=CC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)OC)C,-2.791542534,1.723,369.411
,C5744,MITFXPHMIHQXPI-UHFFFAOYSA-N,C#CCC1(CCCCC1)OC(=O)N,-2.883493726,2.5082,181.232
,C4092,MIUUNYUUEFHIHM-UHFFFAOYSA-N,COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(CC1)C.Br,-4.051388041,4.2794,352.309
,C4449,MIWKMBLORLMHOJ-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl)C,-3.764027198,4.3363,301.724
,C2939,MIZIOHLLYXVEHJ-UHFFFAOYSA-N,CC(COc1ccc(cc1)C(c1ccc(cc1)OCC(O)C)(C)C)O,-5.17919259,3.5317,344.445
,C8263,MJBCABRMQNZIRC-UHFFFAOYSA-N,CCC(C(=O)N)C(C)C,-1.123606333,1.8542,129.2
,C9244,MJCJFUJXVGIUOD-VIFPVBQESA-N,OCCN(Cc1ccccc1)CCO,0.207692843,0.4732,195.258
,C2430,MJELWGXEQOCGGW-UHFFFAOYSA-N,CCOc1ccc(cc1OC)Cc1[nH+]c(C)cc2c1cc(OC)c(c2)OC.[Cl-],-5.955969577,0.9816,403.899
,C1523,MJEOKLXWKIUJQD-UHFFFAOYSA-N,OC(=O)C[C@](C(C(=O)O)(C)C)(C(=O)O)C,-0.28999999,0.6628,218.204
,C6359,MJFJKKXQDNNUJF-UHFFFAOYSA-N,CCCCOc1ccccc1NC(=O)C,-2.498316819,2.8969,207.269
,C7056,MJIWQHRXSLOUJN-UHFFFAOYSA-N,NC(=O)c1cnc2n(c1=O)C(C)CCC2,-2.056865035,0.9398,207.229
,C3184,MJKVTPMWOKAVMS-UHFFFAOYSA-N,CN1CCCC(C1)CC1c2ccccc2Sc2c1cccc2,-4.881986983,4.9529,309.468
,C9923,MJNIWUJSIGSWKK-UHFFFAOYSA-N,Nc1nccnn1,1.017308239,0.035,96.0907
,C8478,MJODPLQTHSBELW-UHFFFAOYSA-M,O=c1oc2ccccc2cc1O,-0.919866271,1.4986,162.142
,C1837,MJTGQALMWUUPQM-UHFFFAOYSA-N,CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,-8.51203745,3.7288,656.723
,C3602,MJVAVZPDRWSRRC-UHFFFAOYSA-N,CCCCN1C(=NC(=O)C(C1=O)(CC)CCC(C)C)[O-].[Na+],-4.442003452,2.1479,304.36
,C7650,MJZJYWCQPMNPRM-UHFFFAOYSA-N,Clc1cccc(c1)C(=O)N,-1.626226743,2.1392,155.582
,C716,MJZULVRFNYHKTJ-UHFFFAOYSA-L,O=C1C=C(C)C(=O)c2c1cccc2,-3.03,2.0119,172.18
,C3762,MKELYWOVSPVORM-DTWKUNHWSA-N,NC1=NC(N(C(=N1)N)OCCCOc1cc(Cl)c(cc1Cl)Cl)(C)C,-4.278182885,3.2381,394.684
,C4830,MKHNHUAKANLVLX-UHFFFAOYSA-N,C[N+]1(CCOCC[N+]2(C)CCCC2)CCCC1.[I-].[I-],-3.519579505,-4.5906,496.21
,C831,MKJDHGYSDAFVSZ-UHFFFAOYSA-L,CCC1(C(=O)NC(=O)NC1=O)C1=C[C@@H]2C[C@H](C1)CC2,-2.6400001,2.1528,262.304
,C9606,MKLLVYALIHGMKY-UHFFFAOYSA-N,Cc1cc(C)c(cc1[N+](C)(C)C)O.[Br-],0.584734453,-0.7903,260.171
,C9329,MKLXZHHTNGKIQR-UHFFFAOYSA-N,CCC[N+](CCC1CC[N+](CC1)(C)CCC)(C)C.[I-].[I-],0.292185504,-2.9037,510.279
,C2665,MKMDMYXUXRAIMQ-UHFFFAOYSA-N,O=C1CC2(C(=O)N1C)c1ccccc1CCc1c2cccc1,-5.54954322,2.3979,291.344
,C7121,MKMYPTLXLWOUSO-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCNc1ccccc1,-2.024848804,2.7688,276.376
,C3286,MKOSACFREHVWRT-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccccc1)COc1cc(C)ccc1C(C)C.Cl.Cl,-4.752217708,5.2872,441.434
,C4157,MKRZGVCMTCPWHY-UHFFFAOYSA-N,OC(c1ccccc1)CC1CCCC(N1C)CC(=O)c1ccccc1.Cl,-2.753235909,4.9759,373.916
,C3121,MKTOIPPVFPJEQO-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC[NH+](C2CCc1ccccc1Cl)C.[Br-],-4.959957178,1.6751,426.775
,C9674,MKUXAQIIEYXACX-UHFFFAOYSA-N,Oc1cccc(c1)[N+](C)(C)C.[Br-],0.634285567,-1.4071,232.118
,C8549,MKUZQGZKPPDJFJ-UHFFFAOYSA-N,O=C(OOC(=O)CCC(=O)O)CCC(=O)O,-0.847068476,-0.2826,234.16
,C6918,MKXKFYHWDHIYRV-UHFFFAOYSA-N,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2,-2.14306878,-0.7506,225.205
,C1868,MKXWZVYEVYAFOZ-UHFFFAOYSA-N,C1CCCCCC(C1)NCC1CCC(CC1)CNC1CCCCCCC1.Cl.Cl,-8.178152151,8.5836,435.557
,C3572,MKXYHEQCWDIQHQ-PSXQHBSSSA-N,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],-4.465769496,3.8043,276.212
,C2533,MKXZASYAUGDDCJ-CGTJXYLNSA-N,O=C(COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)OCCN1CCCCC1,-5.776798648,4.0294,405.528
,C2505,MKXZASYAUGDDCJ-NJAFHUGGSA-N,COc1cc(ccc1OC)/C(=[NH+]\OCC(=O)N(c1ccccc1)CC[NH+]1CCOCC1)/c1nccc2c1cc(OC)c(c2)OC.[Cl-].[Cl-],-5.824508111,-3.3557,687.61
,C4772,MKYRMMMSZSVIGD-UHFFFAOYSA-N,COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,-3.560295626,3.3213,271.397
,C4773,MLAWCOBYMMKWMA-NSLJXJERSA-N,COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(CC1)C,-3.560295626,3.3213,271.397
,C7588,MLAXRSNOPDZUTC-UHFFFAOYSA-N,c1ncc2c(c1)scc2,-1.674559292,2.2963,135.186
,C8361,MLCPCDOOBNXTFB-UHFFFAOYSA-N,O/N=C/1\CCC/C(=N\O)/C1=O,-1.023255269,0.3998,156.139
,C6045,MLDZAGGFWSAWHF-UHFFFAOYSA-N,OC(c1cccc2c1cccc2)CN1CCCCC1.Cl,-2.686239093,4.099,291.816
,C4910,MLFHJEHSLIIPHL-UHFFFAOYSA-N,O=C(c1ccccc1)Cc1ccccc1C(=O)O,-3.44719057,2.8102,240.254
,C6972,MLHBDHJHNDJBLI-UHFFFAOYSA-N,CCC(=O)c1cc(OC)ccc1O,-2.106542904,1.9935,180.2
,C1104,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC(CCOC(=O)C)C,-1.92,1.5956,130.185
,C4753,MLNKXLRYCLKJSS-RMKNXTFCSA-N,CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC,-3.572804775,3.7633,292.416
,C1680,MLOMFNIJYZFUBS-ISLYRVAYSA-N,OC(=O)CC1=C(C)/C(=C/c2ccc(cc2)S(=O)C)/c2c1cc(F)cc2	,-4.50 ,5.2312,356.411
,C5740,MLRVZFYXUZQSRU-UHFFFAOYSA-N,O/N=C/C(=O)c1ccccc1,-2.886266573,1.3293,149.147
,C4837,MLUCVPSAIODCQM-NSCUHMNNSA-N,CN(Cc1ccccc1)/N=N/c1ccc(cc1)C(=O)N,-3.514415714,3.6165,268.314
,C685,MLYYVTUWGNIJIB-BXKDBHETSA-N,CCCCCCCl,-3.1199999,2.8055,120.62
,C1587,MLZCGCGQWWRMMX-UHFFFAOYSA-N,C/C=C/C=O,0.31999999,0.7614,70.0898
,C5076,MMAGCXHWOMQWKW-LIWIJTDLSA-N,O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1,-3.327524266,-0.3073,454.507
,C6489,MMBKLVFHUYWVND-UHFFFAOYSA-N,ClCCN(C(=O)NC(C(=O)O)(C)C)N=O,-2.419991387,1.1723,237.641
,C6593,MMBYJYAFFGKUDC-UHFFFAOYSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)c1ccccc1.Cl,-2.34953962,3.2085,281.778
,C4842,MMDHGCAJSAUDDC-UHFFFAOYSA-N,COc1c(OC)cc(cc1OC)C(=O)N1CCCCCO1,-3.507945568,2.208,295.331
,C7573,MMISGYGYGXBMMS-UHFFFAOYSA-N,O=C1N=C(c2c1cccc2)N,-1.687674593,0.6816,146.146
,C1990,MMJRNJZURLUGLO-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)O)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.222665778,5.1231,522.637
,C6157,MMKOENPMBPNDHX-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])C=NN1CCCC1,-2.620821619,2.3202,247.25
,C5260,MMLWJCIXKYNCNI-UHFFFAOYSA-N,CCCC(COC(=O)NCC(=C)C)(CO)C,-3.196089096,2.4783,229.316
,C8556,MMMNTDFSPSQXJP-UHFFFAOYSA-N,[O-][N+](=O)c1ncc(n1C)CCO,-0.837192807,0.3863,171.154
,C6326,MMNICIJVQJJHHF-UHFFFAOYSA-N,Oc1ccc(cc1O)CCNCC1CCc2c(N1)cccc2.Br.Br,-2.519941242,5.1019,460.203
,C4695,MMQUBQQEPRRSHO-UHFFFAOYSA-L,[O-]C(=O)CC(C(=O)O)(CC(=O)O)O.C[NH+](CCOC(c1ccccc1C)c1ccccc1)C,-3.611103604,-0.3377,461.505
,C2418,MMURVNDSFNJHAM-OWOJBTEDSA-N,O=C(C(c1ccsc1)C1CCCCC1)OCCN1CCCCCC1,-5.982029001,4.7691,349.531
,C9286,MMURVNDSFNJHAM-UHFFFAOYSA-N,CC[N+](CCCc1ccc(cc1)[N+](CC)(CC)C)(CC)C.[I-].[I-],0.262552892,-1.9095,546.311
,C5773,MMWJCCRTDOVKIH-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)/C=C/c1ccc(cc1)C(=N)N,-2.868145421,4.0252,264.325
,C5772,MMYHZEDBTMXYAF-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)C=Cc1ccc(cc1)C(=N)N,-2.868266715,4.0252,264.325
,C5636,MNAHXOPJHCWFKN-JRUHLWALSA-N,OCCOc1ccc(cc1C(=O)NC)c1ccccc1,-2.952032793,2.4752,271.311
,C1896,MNDIARAMWBIKFW-UHFFFAOYSA-N,Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O,-7.895697951,5.5807,581.771
,C8323,MNEFHXBPYCMINU-UHFFFAOYSA-N,O=[NH+]/C=c\1/n(COCCCc2ccccc2)ccn1C.[Cl-],-1.075098605,-2.6964,309.791
,C487,MNILRDOPAMDKIP-UHFFFAOYSA-N,CCCCCCBr,-3.8099999,2.9616,165.071
,C2071,MNJRLBZACAATFN-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)C(C[NH+](C)C)C)OC(=O)c1ccccc1.[Cl-],-6.913232985,1.3929,452.028
,C7227,MNMGNPZLUMHSKK-UHFFFAOYSA-N,CCNC(C(C)(C)C)(C)C.Cl,-1.936562048,3.6135,179.731
,C6255,MNOILHPDHOHILI-UHFFFAOYSA-N,C#CCOc1ccc(cc1Cl)CC(=O)NO,-2.562682655,1.7908,239.655
,C3537,MNULEGDCPYONBU-ZZTRBZRQSA-N,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CCc1ccccc1.Br,-4.49404237,5.0551,402.368
,C7974,MNVLQHLXKIKIFO-UHFFFAOYSA-N,CN(C(=S)N(C)C)C,-1.389080728,0.3945,132.227
