Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,NumValenceElectrons,logS,Label,Difference
CRIORHLFFJUMFG-OCIYDRMTSA-N,4.7415,380.37,3,2,0,0.2608695652,128,-4.707467429,-4.389990097,0.3174773323
KOKSXPBEMRYMNU-UHFFFAOYSA-N,2.799,277.176,3,4,1,0.375,86,-3.766041628,-3.448490561,0.3175510673
JPIYZTWMUGTEHX-UHFFFAOYSA-N,3.23477,267.376,4,3,1,0.6,104,-3.698444071,-3.380883439,0.3175606318
ICMAFTSLXCXHRK-UHFFFAOYSA-N,1.7397,130.187,4,2,0,0,54,-1.75,-1.432419679,0.3175803211
YRSIFCHKXFKNME-LURJTMIESA-N,1.8034,116.204,2,1,1,0,50,-0.88999999,-1.207637405,0.3176374154
VGZCKCJMYREIKA-UHFFFAOYSA-N,1.83414,137.182,1,1,1,0.5,54,-1.614852928,-1.932576722,0.3177237943
UMSGKTJDUHERQW-UHFFFAOYSA-N,4.40412,393.697,1,5,0,0.7272727273,110,-5.562532324,-5.244333612,0.3181987124
XXUMSZSOCZWEAS-UHFFFAOYSA-N,-2.388,315.841,7,3,2,0.2857142857,120,-1.856999874,-2.175257288,0.3182574144
NVANJYCBQSEUNE-GDNBJRDFSA-N,2.738,285.324,2,4,2,0.3,100,-2.772280595,-3.090570075,0.3182894799
VDZOOKBUILJEDG-UHFFFAOYSA-M,4.8268,259.478,12,1,0,0,112,-4.012700001,-4.331169554,0.3184695527
WXZVAROIGSFCFJ-ZDUSSCGKSA-N,3.4755,271.36,5,2,0,0.5,106,-3.5699999,-3.251516122,0.3184837782
HKLYXHWNPAGMMW-UHFFFAOYSA-N,3.2185,207.276,0,1,1,0.75,78,-3.778729924,-3.460199325,0.3185305992
XLMPYCGSRHSSSX-UHFFFAOYSA-N,0.8937,104.174,1,2,1,0,36,-0.070296435,0.2482547463,0.3185511813
CTSLUCNDVMMDHG-RXMQYKEDSA-N,1.57852,261.119,2,3,1,0.4285714286,78,-2.52,-2.201290442,0.318709558
BFMBKRQFMIILCH-UHFFFAOYSA-N,2.0929,288.391,6,3,1,0.2857142857,114,-2.956327169,-2.637537785,0.3187893844
ZCKAMNXUHHNZLN-UHFFFAOYSA-N,2.6198,183.682,2,1,1,0.5,66,-1.753648558,-2.072546898,0.31889834
SPWIGPQVICYSOT-XLPZGREQSA-N,-0.9352,259.237,3,7,3,0.3333333333,100,-1.316786974,-0.9978158695,0.3189711045
XYKVWCZODOKFIK-UHFFFAOYSA-N,-0.6818,165.105,5,5,0,0,64,-0.317393097,0.001685356607,0.3190784536
BWLZUZVCVOPRLI-UHFFFAOYSA-N,2.6087,227.185,0,1,0,0.375,84,-3.154984441,-2.83570635,0.3192780906
LLMGYOJUHDRDFJ-UHFFFAOYSA-N,0.41482,336.392,2,4,0,0.25,132,-2.722706227,-2.40321645,0.3194897771
LSBDFXRDZJMBSC-UHFFFAOYSA-N,0.7144,135.166,2,1,1,0.6,52,-0.572278879,-0.8920512456,0.3197723666
ZIBOAPBPXIPVLG-UHFFFAOYSA-N,1.7254,237.082,4,3,2,0.4285714286,78,-2.764227428,-2.444360309,0.3198671194
IEALZUDQNHAFKI-UHFFFAOYSA-N,3.1933,272.392,2,2,1,0.3,108,-3.553809692,-3.233877585,0.3199321071
YOFROOKXIBMQTF-UHFFFAOYSA-N,2.85062,321.112,3,5,1,0.3,108,-3.584961932,-3.265013178,0.319948754
INOCOTXEWBJWKF-UHFFFAOYSA-N,4.5569,416.521,7,4,1,0.5806451613,160,-5.41551692,-5.095562966,0.3199539541
DABUAUJNVONJSH-UHFFFAOYSA-N,3.3439,250.681,4,2,1,0.6470588235,88,-3.680614515,-3.360639611,0.3199749044
OVYWMEWYEJLIER-UHFFFAOYSA-N,1.9404,145.161,0,2,1,0.9090909091,54,-2.1600001,-2.480000019,0.3199999191
YRGAYAGBVIXNAQ-UHFFFAOYSA-N,2.3486,142.585,1,1,0,0.6666666667,48,-2.78,-2.460000038,0.3199999619
YUKILTJWFRTXGB-UHFFFAOYSA-N,2.3486,142.585,1,1,0,0.6666666667,48,-2.78,-2.460000038,0.3199999619
QGRPVMLBTFGQDQ-UHFFFAOYSA-N,2.3486,142.585,1,1,0,0.6666666667,48,-2.46,-2.779999971,0.3199999714
HLNLXXCWUOGYSY-BQKZNIKASA-N,1.8664,512.559,5,8,4,0.3243243243,198,-4.188605797,-4.508623927,0.3200181304
DMEGYFMYUHOHGS-UHFFFAOYSA-N,2.7307,98.189,0,0,0,0,42,-3.52,-3.84005653,0.3200565302
UFDPCEODINHIQK-UHFFFAOYSA-N,2.4517,258.365,3,2,0,0.3157894737,102,-3.152162276,-2.831988823,0.3201734526
UTEIARSBTFKRJL-UHFFFAOYSA-N,-1.1366,346.902,8,1,2,0.5,130,-4.352682315,-4.672918022,0.3202357067
OTKXWJHPGBRXCR-UHFFFAOYSA-N,3.1443,297.656,5,6,0,0.3529411765,94,-4.3099999,-3.98960418,0.3203957195
OLBMBFHNGDUGST-UHFFFAOYSA-N,2.0153,231.723,4,3,1,0.4,86,-1.160843537,-0.8400832415,0.3207602955
POVKKBUQFDAVOF-UHFFFAOYSA-N,3.3728,282.771,3,3,1,0.3157894737,104,-3.598340746,-3.919215604,0.3208748581
XBQPHDPNQNWVDG-UHFFFAOYSA-N,3.3728,282.771,3,3,1,0.3157894737,104,-3.598340746,-3.919215604,0.3208748581
IIGBCTZAXJGMSA-UHFFFAOYSA-N,0.70554,394.784,3,0,1,0.5217391304,124,-4.926110401,-5.247294279,0.321183878
MRSXAJAOWWFZJJ-UHFFFAOYSA-M,-2.7586,244.233,2,6,1,0.3571428571,72,-0.757351556,-1.078571775,0.3212202189
FGOFNVXHDGQVBG-UHFFFAOYSA-N,1.6536,165.192,2,2,1,0.5,64,-0.978689532,-1.299999952,0.3213104203
XVAIDCNLVLTVFM-UHFFFAOYSA-N,1.6536,165.192,2,2,1,0.5,64,-1.3,-0.9786895514,0.3213104486
DGXWNDGLEOIEGT-UHFFFAOYSA-N,1.7154,153.2,2,1,1,0.5454545455,60,-0.981138783,-1.302903075,0.3217642919
HMNHFUHYPNQIMA-UHFFFAOYSA-N,2.8438,234.598,6,1,0,0,76,-2.211945152,-2.534060057,0.3221149048
YGNXYFLJZILPEK-UHFFFAOYSA-N,1.3906,99.133,0,2,1,0,40,-0.32513803,-0.6475279093,0.3223898793
LXYHHQBJIVTGNY-UHFFFAOYSA-N,-0.1802,373.924,4,2,1,0.4615384615,140,-5.004578121,-5.327330991,0.32275287
HFSKZVIZCZVKLT-UHFFFAOYSA-N,3.99024,403.95,7,4,1,0.4285714286,152,-4.640652405,-4.963502169,0.3228497637
GDBNOCCRDMUAGE-UHFFFAOYSA-N,3.3344,355.729,9,4,2,0.3333333333,104,-3.66236609,-3.339420064,0.3229460257
QZUDBNBUXVUHMW-UHFFFAOYSA-N,1.36602,253.283,3,5,2,0.6470588235,90,-2.7,-2.37671953,0.3232804704
IAHYAEQCVLEZTB-UHFFFAOYSA-N,3.8213,367.74,7,4,0,0.3157894737,108,-3.536145296,-3.860214765,0.3240694691
LRZUYSRNNXQUAJ-UHFFFAOYSA-N,3.8213,367.74,7,4,0,0.3157894737,108,-3.536145296,-3.860214765,0.3240694691
PUEQRAGPCUCQJI-UHFFFAOYSA-N,3.8213,367.74,7,4,0,0.3157894737,108,-3.536145296,-3.860214765,0.3240694691
BIZSJKULZKHUPS-UHFFFAOYSA-N,2.5631,155.285,0,1,1,0,66,-1.801963422,-2.126110953,0.3241475311
WLOXDXOPKNBBFP-UHFFFAOYSA-N,0.5557,185.183,2,5,1,0.3846153846,72,-1.309371801,-1.633663295,0.3242914938
HPOUDGQCZNPFSH-UHFFFAOYSA-N,3.9607,324.468,6,3,2,0.5,128,-3.679942165,-4.004324777,0.3243826121
KGFGBSRVWKBWIC-UHFFFAOYSA-N,-1.3955,258.234,7,7,2,0.2777777778,100,-1.383442187,-1.707969682,0.3245274949
JQIBJYGPKFIOHE-UHFFFAOYSA-N,1.8391,145.271,2,2,1,0,54,-1.268396267,-1.593117063,0.324720796
RQXCLMGKHJWMOA-UHFFFAOYSA-N,3.7985,295.426,5,2,1,0.5454545455,116,-3.951803175,-3.627081265,0.3247219096
VLAPOICCOPIXJJ-UHFFFAOYSA-N,1.9669,337.372,7,7,1,0.25,132,-3.06421606,-3.389033634,0.3248175739
UVGQOPZEALYXKP-UHFFFAOYSA-N,2.2098,191.23,4,2,1,0.4285714286,74,-2.326831234,-2.001420001,0.3254112326
SILNNFMWIMZVEQ-UHFFFAOYSA-N,0.8562,134.138,0,1,2,0.9,50,-1.136990997,-0.8113943157,0.3255966813
ZCDNRPPFBQDQHR-SSYATKPKSA-N,4.6978,666.724,9,12,1,0.3125,258,-5.726688779,-6.052353383,0.3256646037
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2.3105,112.197,1,1,0,0.7142857143,38,-2.5899999,-2.264000024,0.3259998759
PNZKOOCCVBURLG-UHFFFAOYSA-N,1.6838,178.279,4,2,1,0.4615384615,72,-1.924764353,-1.598697633,0.3260667199
GGECDTUJZOXAAR-UHFFFAOYSA-N,1.748,242.706,5,3,2,0.375,88,-2.695943947,-3.022306358,0.3263624112
VKEBWCZVWZDPKV-UHFFFAOYSA-N,3.47362,196.34,1,2,0,0.5,64,-3.936951961,-4.263322872,0.3263709111
RKBPDPLCHXWHRQ-UHFFFAOYSA-N,3.1652,182.313,1,2,0,0.5454545455,58,-3.367022524,-3.040589032,0.3264334918
SXPGFJZLDDFUHA-UHFFFAOYSA-N,2.5661,198.137,7,1,0,0,68,-2.203530746,-1.877019769,0.326510977
RQROCSGRAXVVFN-UHFFFAOYSA-N,1.75622,166.22,4,2,1,0.5,66,-1.730724799,-1.404207664,0.3265171345
AMQRUBLLHGHUCR-UHFFFAOYSA-L,-5.1435,374.128,0,2,2,0.5454545455,66,-1.201767572,-1.528751736,0.3269841642
ZFHWDLYDBITDJK-UHFFFAOYSA-M,-0.60756,288.229,4,1,0,0.375,92,-0.772208714,-1.099669894,0.3274611797
GDLBFKVLRPITMI-UHFFFAOYSA-N,1.8726,230.676,0,3,1,0.4285714286,74,-1.908138725,-2.235650448,0.3275117227
KPRMTLXLUPSXMR-UHFFFAOYSA-N,1.143,192.538,1,1,2,0.5454545455,60,-1.599664328,-1.272147834,0.3275164939
MVCIBABYNNIPFI-UHFFFAOYSA-N,1.143,192.538,1,1,2,0.5454545455,60,-1.599664328,-1.272147834,0.3275164939
KJCVRFUGPWSIIH-UHFFFAOYSA-N,2.5454,144.173,0,1,1,0.9090909091,54,-2.22,-2.54756388,0.3275638799
QNXUUBBKHBYRFW-QWAPGEGQSA-N,3.9628,569.066,7,8,1,0,216,-5.715746222,-6.043350731,0.3276045091
KIJMVZOSUXIDEI-UHFFFAOYSA-N,0.98792,220.232,3,6,0,0.6875,84,-2.113966997,-2.441639604,0.3276726071
NMRPBPVERJPACX-MRVPVSSYSA-N,2.3376,130.231,5,1,1,0,56,-1.98,-1.652263389,0.3277366108
ZQBAKBUEJOMQEX-UHFFFAOYSA-N,2.6114,214.22,2,3,1,0.75,80,-3.1500001,-2.821881928,0.3281181716
OOKXTIAMWIVZNL-UHFFFAOYSA-N,4.8817,269.388,6,2,0,0.6,106,-4.599789577,-4.927953165,0.3281635876
LGHXOLFTXCZWDE-UHFFFAOYSA-N,3.375,229.795,2,1,1,0,88,-2.92676602,-3.255370087,0.3286040666
QVLAWKAXOMEXPM-UHFFFAOYSA-N,2.5954,167.85,0,0,0,0,38,-2.1800001,-2.508779147,0.3287790473
QIBWCUCLHZVYNL-UHFFFAOYSA-N,2.8296,253.305,1,3,0,0.6315789474,96,-3.3199999,-3.648965561,0.3289656614
FURHNUQBNCRKHI-UHFFFAOYSA-N,-6.7184,314.128,9,0,2,0,102,-1.953022014,-1.623951211,0.3290708033
DVBJBNKEBPCGSY-UHFFFAOYSA-M,3.4594,384.446,15,0,0,0.2608695652,134,-3.566134859,-3.895258201,0.3291233418
UACOQEQOBAQRDQ-UHFFFAOYSA-N,1.4153,257.311,5,3,1,0.3529411765,94,-2.597065714,-2.267912944,0.3291527697
JOZZAIIGWFLONA-UHFFFAOYSA-N,0.9896,87.166,1,1,1,0,38,0.125605863,-0.2035611157,0.3291669787
AULKDLUOQCUNOK-UHFFFAOYSA-N,2.3972,207.012,1,2,2,0.5,64,-2.422221171,-2.092928404,0.3292927671
UUKWKUSGGZNXGA-UHFFFAOYSA-N,0.6019,211.133,3,5,1,0.4,78,-1.839829314,-2.169372457,0.3295431433
NOIIUHRQUVNIDD-UHFFFAOYSA-N,1.0225,298.346,7,4,3,0.5454545455,114,-2.118885738,-2.44850973,0.3296239918
BGLFTGXQVFYEME-UHFFFAOYSA-L,0.035,668.056,7,0,0,0.2307692308,152,-1.997436432,-1.667747126,0.3296893058
JNMNEKBPYOEAJS-UHFFFAOYSA-N,0.14432,153.185,1,3,1,0.5454545455,60,-0.524161156,-0.8538914897,0.3297303337
VRRLMHJRNFXPRI-UHFFFAOYSA-N,0.5509,209.249,2,2,3,0.4,82,-0.902362079,-1.232226385,0.3298643056
FRYICJTUIXEEGK-NNWVIVGYSA-N,2.344,416.514,1,6,3,0.2,164,-3.301566279,-3.631477413,0.3299111342
URBVIISFALGUAB-LZWUXPCZSA-N,4.5077,471.856,5,4,1,0.4,164,-5.055753083,-5.385824064,0.330070981
JVVTYCMWJNWWET-UHFFFAOYSA-N,2.9389,278.396,4,3,1,0.25,112,-3.485621599,-3.155379851,0.3302417481
KSCFJBIXMNOVSH-ZCFIWIBFSA-N,-2.2131,254.246,3,8,2,0.5,98,-0.17,-0.5012533739,0.3312533739
WWROGCAUSKGAMX-UHFFFAOYSA-N,2.0029,221.256,5,3,1,0.375,86,-2.163051469,-2.494317116,0.3312656468
NTHXOOBQLCIOLC-UHFFFAOYSA-N,-1.6275,821.141,12,9,8,0.1764705882,192,-3.887068674,-3.555645891,0.3314227832
BAMSHZXIILXXOZ-UHFFFAOYSA-N,2.7111,299.37,6,3,2,0.5454545455,116,-3.7342692,-3.402492084,0.3317771161
BWNVEGBYTQUWJJ-RTFAEJQKSA-N,-6.4518,625.55,13,8,3,0.380952381,230,-4.34755155,-4.015681269,0.3318702808
IQYJSKNHDZZDGA-UHFFFAOYSA-N,1.0554,136.15,1,2,0,0.7,52,-1.092624929,-0.7600216541,0.3326032749
DASGWSCKUOEYLP-DZOOLQPHSA-N,-1.7022,301.818,5,4,1,0,114,-1.435593199,-1.768220717,0.3326275176
FSVJFNAIGNNGKK-UHFFFAOYSA-N,2.5349,312.413,1,2,0,0.2608695652,122,-2.892669092,-3.225862091,0.3331929989
SZQIFWWUIBRPBZ-UHFFFAOYSA-N,1.2994,204.229,2,2,1,0.4,78,-1.587483488,-1.920982606,0.3334991181
HHUZGDMRRLQZIQ-PXWUZWBYSA-N,3.566,334.5,1,3,2,0,136,-4.066514225,-4.400019454,0.3335052288
NFVCQZNBRFPYOP-WDDOJFKXSA-N,3.566,334.5,1,3,2,0,136,-4.066514225,-4.400019454,0.3335052288
RQZAXGRLVPAYTJ-MPKFUAGISA-N,4.5753,384.516,2,4,0,0,152,-5.3499999,-5.016449984,0.3335499156
YMDNODNLFSHHCV-UHFFFAOYSA-N,1.567,135.638,4,1,0,0,50,-0.691462658,-1.025051894,0.3335892356
DEWLEGDTCGBNGU-UHFFFAOYSA-N,0.8249,128.986,2,1,1,0,38,-0.11,0.2239193414,0.3339193414
CTGFGRDVWBZYNB-UHFFFAOYSA-N,1.1154,199.011,0,3,1,0.9,50,-2.024719233,-1.690622426,0.3340968071
FIFLUHNFRVJEDU-UHFFFAOYSA-M,1.512,388.434,10,1,0,0,136,-3.799736514,-3.465194809,0.3345417047
KQLYMYILTPTBLL-UHFFFAOYSA-N,3.438,278.223,8,2,0,0.3529411765,98,-3.005050985,-3.33959409,0.3345431054
XYLUMUDIJHWKSB-UHFFFAOYSA-N,-2.3626,343.811,6,4,1,0.2608695652,128,-3.34879527,-3.013784078,0.335011192
KLGMSAOQDHLCOS-UHFFFAOYSA-N,2.632,329.38,8,7,0,0,112,-2.52,-2.855075145,0.3350751448
CVWHRDJDXCEZGH-UHFFFAOYSA-N,0.715,210.233,2,3,2,0,82,-1.733645357,-2.069403734,0.3357583766
IRAKAHJFDQRYNL-UHFFFAOYSA-N,1.6134,299.666,5,6,1,0.45,106,-2.84518934,-2.508917567,0.3362717732
VOOFFTMORIBISQ-UMRVURNHSA-N,1.6733,350.411,4,6,2,0,138,-2.243547748,-2.579907226,0.3363594777
VDAXOIZQZPYAOM-UHFFFAOYSA-N,2.2833,185.654,2,2,1,0.5,66,-1.450471399,-1.786938828,0.3364674287
DNXJJIZZMJTTAV-UHFFFAOYSA-N,1.0731,335.11,6,6,2,0.3157894737,104,-1.706961481,-2.043465622,0.3365041411
ABUKMOCUMIPDHV-UHFFFAOYSA-N,2.8913,228.247,4,2,1,0.7058823529,86,-3.000470212,-2.663521745,0.3369484674
HCVGDVYOISIYKY-UHFFFAOYSA-N,2.7334,224.075,1,1,0,0,82,-2.448940898,-2.785974911,0.3370340135
CKOSQUYTLIODNV-UHFFFAOYSA-N,2.4904,323.389,4,4,2,0.2608695652,128,-2.765432274,-3.102534238,0.3371019641
CFLMLQJYYALAPD-UHFFFAOYSA-N,1.7493,195.218,3,3,2,0.4285714286,76,-1.643136889,-1.306008089,0.3371288
UHBGYFCCKRAEHA-UHFFFAOYSA-N,1.09392,135.166,1,1,1,0.6,52,-1.195713015,-0.8580334294,0.3376795856
BIRDTWYHBGEPKA-UHFFFAOYSA-N,3.6564,312.394,4,4,1,0.6818181818,112,-4.110877573,-3.772392426,0.3384851475
YGCODSQDUUUKIV-UHFFFAOYSA-N,2.0634,168.583,0,3,1,0.8181818182,56,-2.532113123,-2.193382263,0.3387308598
CKKPZBXIMKKKBT-UHFFFAOYSA-N,1.6147,244.634,5,2,1,0,84,-1.549033443,-1.887815886,0.3387824433
QDMXVLGVKMTTIT-UHFFFAOYSA-N,2.0634,168.583,0,3,1,0.8181818182,56,-2.532200851,-2.193382263,0.3388185878
SIULLDWIXYYVCU-UHFFFAOYSA-N,2.2496,261.062,1,1,1,0.5454545455,58,-3.25,-2.911116287,0.338883713
XQCGNURMLWFQJR-ZNDDOCHDSA-N,2.4333,548.673,5,9,3,0,218,-3.744952414,-3.40601784,0.3389345741
RJTJVVYSTUQWNI-UHFFFAOYSA-N,3.4022,156.228,1,0,0,0.8333333333,60,-4.29,-4.629147704,0.3391477036
LZXCEBPGNFLHEQ-UHFFFAOYSA-N,4.3494,296.241,6,1,0,0.6315789474,102,-3.147971819,-3.487283795,0.3393119759
NTZMSBAAHBICLE-UHFFFAOYSA-N,1.33816,173.131,1,4,0,0.4615384615,62,-1.892021863,-1.552621531,0.3394003323
VUPBWNXFSDRWJE-UHFFFAOYSA-N,3.8602,347.798,7,3,1,0.5,126,-4.041773721,-4.381648723,0.3398750019
ZIGSKTZSJNCADJ-UHFFFAOYSA-N,0.0342,204.193,2,5,3,0.7333333333,76,-0.948312993,-1.28825562,0.3399426265
USIUVYZYUHIAEV-UHFFFAOYSA-N,3.4789,170.211,2,1,0,0.9230769231,64,-3.96,-3.619974943,0.3400250566
AJSCNQJAGCMGAK-UHFFFAOYSA-N,2.3927,265.309,7,4,2,0.3157894737,104,-3.140450738,-2.800233858,0.3402168798
DDMYBPQSJMNVFE-UHFFFAOYSA-N,2.3927,265.309,7,4,2,0.3157894737,104,-3.140450738,-2.800233858,0.3402168798
SHRQNPQSYFSSIN-UHFFFAOYSA-N,2.3927,265.309,7,4,2,0.3157894737,104,-3.140450738,-2.800233858,0.3402168798
QUDWYFHPNIMBFC-UHFFFAOYSA-N,2.3722,246.262,6,4,0,0.3333333333,94,-3.1300001,-2.789642444,0.3403576563
QCCDLTOVEPVEJK-UHFFFAOYSA-N,1.8181,134.178,2,1,0,0.6,52,-1.410593557,-1.75118387,0.3405903127
NWIBSHFKIJFRCO-WUDYKRTCSA-N,-1.6512,334.332,3,8,3,0,128,-1.598350372,-1.25772471,0.3406256617
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,1.8098,82.146,2,0,0,0,34,-2.3599999,-2.019229273,0.3407706274
WFZSQGXGYLPWPC-UHFFFAOYSA-N,3.29572,246.697,2,2,1,0.7058823529,86,-3.305798756,-3.646618214,0.3408194581
OTXSBWFUHZIFLR-UHFFFAOYSA-N,1.06082,136.15,0,2,1,0.7,52,-0.981729269,-1.323219534,0.3414902649
JCZOOFVQWBRCAL-ZROIWOOFSA-N,0.2754,309.326,6,7,1,0.2272727273,120,-2.942641706,-2.60111475,0.3415269561
ZLHXMPGUFBZWDX-UHFFFAOYSA-N,0.2754,309.326,6,7,1,0.2272727273,120,-2.601114709,-2.942641735,0.3415270261
NWZWOTBTQLQCFE-UHFFFAOYSA-N,-2.6492,281.783,2,2,1,0.3157894737,104,-1.610432117,-1.952051704,0.3416195874
ILTQGUCGNHVYOU-UHFFFAOYSA-N,4.5153,439.427,7,4,1,0.4137931034,160,-4.617574933,-4.959292796,0.3417178627
HYFHYPWGAURHIV-JFIAXGOJSA-N,2.5807,545.629,9,10,2,0.1538461538,214,-4.33895746,-4.680775051,0.3418175914
RPLOPBHEZLFENN-HTMVYDOJSA-M,-3.006,445.187,10,8,2,0.2142857143,148,-1.365235392,-1.707611257,0.3423758651
DMWLJGCTBADESH-UHFFFAOYSA-N,4.0572,312.712,3,1,1,0,106,-4.237453473,-4.579964501,0.3425110277
ALDSXDRDRWDASQ-UHFFFAOYSA-N,2.5447,240.258,4,2,1,0.6666666667,90,-2.763677516,-3.1062124,0.3425348836
RWOPZYIDUDXHIB-UHFFFAOYSA-N,2.5447,240.258,4,2,1,0.6666666667,90,-2.763677516,-3.1062124,0.3425348836
GHDJWZZXXNZUST-UHFFFAOYSA-N,-1.3609,252.789,5,0,2,0.5294117647,94,-2.338295029,-1.995503498,0.3427915307
OHMHBGPWCHTMQE-UHFFFAOYSA-N,2.3524,152.93,0,0,0,0,44,-1.862259194,-2.205594656,0.3433354619
PXQWHXAYFGPLCD-UHFFFAOYSA-N,2.1581,213.236,2,2,2,0.75,80,-2.566932668,-2.22359365,0.3433390182
UHYJMNVCANOFPF-UHFFFAOYSA-N,2.3545,207.273,6,2,1,0.4,82,-2.632595582,-2.976411564,0.3438159818
HFACYLZERDEVSX-UHFFFAOYSA-N,2.518,184.242,1,2,2,0.8571428571,70,-2.7,-2.356050158,0.3439498415
LBNGBAZFYRPPDY-MVFUPKDGSA-N,-0.47162,298.817,2,1,1,0.5714285714,108,-3.414703101,-3.758823876,0.3441207748
DJILXZDYSGJWKM-UHFFFAOYSA-N,-0.2339,212.249,2,3,1,0,84,-1.269940781,-1.614121451,0.3441806701
TWKAWBNRBUPTMA-UHFFFAOYSA-N,-0.2339,212.249,2,3,1,0,84,-1.269940781,-1.614121451,0.3441806701
QNVRIHYSUZMSGM-ZCFIWIBFSA-N,1.5574,102.177,3,1,1,0,44,-0.88999999,-1.234752414,0.3447524242
XXMNRAZBBDMFIH-UHFFFAOYSA-N,-0.6512,250.773,2,0,2,0.5294117647,92,-2.33857774,-1.993823203,0.3447545371
MKXZASYAUGDDCJ-CGTJXYLNSA-N,3.3834,271.404,1,2,0,0.3,108,-3.560295626,-3.905494288,0.3451986622
MKXZASYAUGDDCJ-NJAFHUGGSA-N,3.3834,271.404,1,2,0,0.3,108,-3.560295626,-3.905494288,0.3451986622
FMTDIUIBLCQGJB-KXPGYZOPSA-N,0.2649,464.858,2,9,6,0.1875,170,-2.52,-2.865345681,0.3453456807
VJXSSYDSOJBUAV-UHFFFAOYSA-N,2.10562,325.372,4,7,2,0.6666666667,124,-3.391806259,-3.046111435,0.3456948243
SNMVRZFUUCLYTO-UHFFFAOYSA-N,1.6352,78.542,1,0,0,0,26,-1.47,-1.81579998,0.3457999796
SNFZSVZRZFZVIV-UHFFFAOYSA-N,2.59642,323.433,8,5,1,0.2608695652,130,-3.157601824,-2.811762065,0.3458397593
WQZUEUHQLFUVOF-UHFFFAOYSA-N,0.4574,167.164,1,3,3,0.5,64,-0.712597744,-1.058717866,0.3461201219
RKMGAJGJIURJSJ-UHFFFAOYSA-N,2.3171,141.258,0,1,1,0,60,-1.06046117,-1.406614274,0.3461531038
FXTKWBZFNQHAAO-UHFFFAOYSA-N,1.9968,220.009,0,1,1,0.75,42,-2.72785958,-2.381571238,0.3462883417
LAZPBGZRMVRFKY-HNCPQSOCSA-N,2.5679,240.759,1,3,0,0.4,80,-2.332346451,-2.678902847,0.3465563955
CTVUQTJFCOUSCI-UHFFFAOYSA-N,4.9855,387.951,7,3,0,0.4444444444,146,-5.680824996,-6.027529016,0.3467040195
CQEWMIYTLWJAAY-UHFFFAOYSA-N,1.6144,163.176,1,3,0,0.75,62,-2.255528059,-1.908794218,0.3467338411
DPHJIIKILUCABY-UHFFFAOYSA-N,1.7985,186.082,5,1,0,0,62,-1.628216251,-1.975111557,0.3468953064
KDDQDUIBYASSFC-UHFFFAOYSA-N,3.52752,322.29,1,4,1,0.5217391304,120,-4.21,-3.862849468,0.347150532
GUAFOGOEJLSQBT-UHFFFAOYSA-N,1.8102,206.197,2,4,0,0.6666666667,78,-2.174403277,-1.827077762,0.3473255151
XDGIQCFWQNHSMV-UHFFFAOYSA-N,1.2521,236.989,1,1,2,0.5454545455,60,-2.13169014,-1.784252653,0.3474374871
MVNBKZSYYRLNSC-UHFFFAOYSA-N,2.1013,412.483,11,6,3,0.2068965517,164,-4.220954373,-3.873285308,0.347669065
VLQBSKLZRSUMTJ-UHFFFAOYSA-N,1.8035,125.196,1,2,0,0.75,42,-1.575774521,-1.228000403,0.3477741178
ZNNFDLJQLKVLRQ-UHFFFAOYSA-N,2.05502,287.363,4,5,1,0.5714285714,112,-2.571940139,-2.91982272,0.3478825807
MBVCESWADCIXJN-UHFFFAOYSA-N,1.5839,226.029,0,2,1,0.5,60,-1.996229336,-2.344269976,0.34804064
PQJLRURZNPVKLU-UHFFFAOYSA-N,1.6302,357.198,11,6,2,0,126,-2.572989301,-2.224947507,0.3480417938
NSSIGKVPZKVTNW-UHFFFAOYSA-N,3.7245,369.756,10,4,2,0.3157894737,110,-4.182297211,-3.834032862,0.3482643491
MMKOENPMBPNDHX-UHFFFAOYSA-N,-0.1369,171.156,3,5,1,0.4166666667,66,-0.837192807,-1.185509659,0.3483168519
LOMMDWBTANPFEJ-UHFFFAOYSA-N,2.9702,194.237,0,2,1,0.9333333333,72,-4.2199998,-3.87166583,0.3483339702
FIVHOHCAXWQPGC-UHFFFAOYSA-N,2.2454,294.178,6,4,0,0.3333333333,102,-1.800215416,-1.451776572,0.3484388444
HXYYSKMOHXXOAW-UHFFFAOYSA-N,2.2778,244.338,2,2,0,0.3333333333,96,-2.518759295,-2.170093274,0.3486660215
YGOGAACPYALXRT-GKAPJAKFSA-N,1.4952,262.309,2,3,2,0,102,-2.7,-3.049357498,0.349357498
IHWQUKMGROAAEH-UHFFFAOYSA-N,2.7168,203.028,0,3,1,0.75,62,-2.993675881,-2.643978705,0.3496971764
ZERULLAPCVRMCO-UHFFFAOYSA-N,2.5396,118.245,4,1,0,0,44,-2.5799999,-2.230252213,0.3497476871
BQZRLLBUGAVTNV-BTJKTKAUSA-N,2.9069,441.48,6,6,3,0.375,170,-5.326847709,-4.977098519,0.3497491904
BWHOZHOGCMHOBV-BQYQJAHWSA-N,2.2888,146.189,2,1,0,0.5454545455,56,-2.036192411,-2.386258402,0.3500659915
FYOSQQMCCODNJV-UHFFFAOYSA-N,1.7845,139.242,1,1,1,0,58,-1.293736995,-0.9429951326,0.3507418624
